"[0] MovieTitleComparatorLevenshtein","[1] MovieDateComparator10Years","finalValue","isMatch","label"
"0.41666666666666663","1.0","0.7083333333333333","true","0"
"1.0","0.81","0.905","true","1"
"0.7272727272727273","0.0","0.36363636363636365","true","0"
"0.9523809523809523","0.81","0.8811904761904762","true","1"
"1.0","0.6400000000000001","0.8200000000000001","true","1"
"1.0","0.81","0.905","true","1"
"1.0","0.6400000000000001","0.8200000000000001","true","1"
"1.0","0.81","0.905","true","1"
"0.9166666666666666","0.81","0.8633333333333333","true","1"
"1.0","0.81","0.905","true","1"
"1.0","0.81","0.905","true","1"
"0.5","1.0","0.75","true","0"
"1.0","0.0","0.5","true","0"
"0.5263157894736843","0.48999999999999994","0.5081578947368421","true","0"
"1.0","0.0","0.5","true","0"
"0.4545454545454546","1.0","0.7272727272727273","true","0"
"1.0","0.81","0.905","true","1"
"1.0","0.81","0.905","true","1"
"0.967741935483871","0.81","0.8888709677419355","true","1"
"1.0","0.0","0.5","true","0"
"1.0","0.81","0.905","true","1"
"0.5882352941176471","0.48999999999999994","0.5391176470588235","true","0"
"0.4285714285714286","0.81","0.6192857142857143","true","0"
"0.5789473684210527","0.48999999999999994","0.5344736842105263","true","0"
"0.7777777777777778","0.81","0.7938888888888889","true","1"
"0.935483870967742","0.81","0.872741935483871","true","1"
"1.0","0.0","0.5","true","0"
"0.375","1.0","0.6875","true","0"
"1.0","0.6400000000000001","0.8200000000000001","true","1"
"1.0","0.81","0.905","true","1"
"1.0","0.81","0.905","true","1"
"0.47619047619047616","0.81","0.6430952380952382","true","0"
"0.4","1.0","0.7","true","0"
"0.5714285714285714","0.81","0.6907142857142857","true","0"
"1.0","0.81","0.905","true","1"
"0.8095238095238095","0.81","0.8097619047619048","true","1"
"1.0","0.81","0.905","true","1"
"0.7272727272727273","0.0","0.36363636363636365","true","0"
"0.6666666666666667","0.16000000000000003","0.4133333333333334","true","0"
"0.631578947368421","0.0","0.3157894736842105","true","0"
"1.0","0.81","0.905","true","1"
"0.9333333333333333","0.81","0.8716666666666667","true","1"
"0.9523809523809523","0.81","0.8811904761904762","true","1"
"0.38888888888888884","1.0","0.6944444444444444","true","0"
"1.0","0.81","0.905","true","1"
"0.4","1.0","0.7","true","0"
"0.5333333333333333","1.0","0.7666666666666666","true","0"
"1.0","0.0","0.5","true","0"
"0.6153846153846154","0.6400000000000001","0.6276923076923078","true","0"
"1.0","0.6400000000000001","0.8200000000000001","true","1"
"1.0","0.6400000000000001","0.8200000000000001","true","1"
"0.5714285714285714","1.0","0.7857142857142857","true","0"
"1.0","0.81","0.905","true","1"
"0.935483870967742","0.81","0.872741935483871","true","1"
"0.9642857142857143","0.81","0.8871428571428572","true","1"
"0.6470588235294117","0.0","0.32352941176470584","true","0"
"1.0","1.0","1.0","true","1"
"1.0","0.81","0.905","true","1"
"1.0","0.81","0.905","true","1"
"1.0","0.6400000000000001","0.8200000000000001","true","1"
"0.9032258064516129","0.81","0.8566129032258065","true","1"
"0.9523809523809523","0.81","0.8811904761904762","true","1"
"0.5555555555555556","0.6400000000000001","0.5977777777777779","true","0"
"1.0","0.81","0.905","true","1"
"0.6956521739130435","0.0","0.34782608695652173","true","0"
"1.0","0.81","0.905","true","1"
"1.0","0.6400000000000001","0.8200000000000001","true","1"
"1.0","0.81","0.905","true","1"
"1.0","0.81","0.905","true","1"
"0.8888888888888888","0.81","0.8494444444444444","true","1"
"1.0","0.0","0.5","true","0"
"0.4444444444444444","1.0","0.7222222222222222","true","0"
"0.4666666666666667","0.81","0.6383333333333334","true","0"
"0.6666666666666667","0.0","0.33333333333333337","true","0"
"1.0","0.81","0.905","true","1"
"1.0","0.81","0.905","true","1"
"1.0","0.0","0.5","true","0"
"1.0","0.6400000000000001","0.8200000000000001","true","1"
"0.631578947368421","0.0","0.3157894736842105","true","0"
"0.6428571428571428","0.0","0.3214285714285714","true","0"
"1.0","0.6400000000000001","0.8200000000000001","true","1"
"1.0","0.0","0.5","true","0"
"0.42105263157894735","1.0","0.7105263157894737","true","0"
"1.0","0.6400000000000001","0.8200000000000001","true","1"
"1.0","0.81","0.905","true","1"
